"Simplified"	"Traditional"	"Pinyin"	"Level"	"Parent"	"Meaning"
"闹"	"鬧"	"nào"	"4"	"熱鬧"	"noisy"
"热闹"	"熱鬧"	"rènao"	"4"	""	"bustling with noise and excitement"
"满"	"滿"	"măn"	"4"	"滿意"	"Manchu ethnic group"
"满意"	"滿意"	"mǎnyì"	"4"	""	"satisfied"
"干"	"乾, 幹"	"gān, gàn"	"4, 6"	"乾淨"	"to concern"
"净"	"淨"	"jìng"	"4"	"乾淨"	"clean"
"干净"	"乾淨"	"gānjìng"	"4"	""	"clean"
"开水"	"開水"	"kāishuǐ"	"4"	""	"boiled water"
"乡"	"鄉"	"xiāng"	"4"	"鄉下"	"country or countryside"
"乡下"	"鄉下"	"xiāngxià"	"4"	""	"countryside"
"只"	"隻"	"zhī"	"4"	""	"classifier for birds and certain animals, one of a pair, some utensils, vessels etc"
"动物"	"動物"	"dòngwù"	"4"	""	"animal"
"猪"	"豬"	"zhū"	"4"	""	"hog"
"云"	"雲"	"yún"	"4"	""	"cloud"
"环"	"環"	"huán"	"4"	"環境"	"ring"
"环境"	"環境"	"huánjìng"	"4"	""	"environment"
"凉"	"涼"	"liáng"	"4"	"涼快"	"the five Liang of the Sixteen Kingdoms, namely: Former Liang 前涼|前凉 (314-376), Later Liang 後涼|后凉 (386-403), Northern Liang 北涼|北凉 (398-439), Southern Liang 南涼|南凉 (397-414), Western Liang 西涼|西凉 (400-421)"
"凉快"	"涼快"	"liángkuài"	"4"	""	"nice and cold"
"温"	"溫"	"wēn"	"4"	"溫暖"	"warm"
"温暖"	"溫暖"	"wēnnuăn"	"4"	""	"warm"
"温度"	"溫度"	"wēndù"	"4"	""	"temperature"
"空气"	"空氣"	"kōngqì"	"4"	""	"air"
"发生"	"發生"	"fāshēng"	"4"	""	"to happen"
"发现"	"發現"	"fāxiàn"	"4"	""	"to find"
"照顾"	"照顧"	"zhàogù"	"4"	""	"to take care of"
"扫"	"掃"	"săo"	"4"	"打掃"	"to sweep"
"打扫"	"打掃"	"dǎsǎo"	"4"	""	"to clean"
"起来"	"起來"	"qǐlái"	"4"	""	"to stand up"
"挂"	"掛"	"guà"	"4"	""	"to hang or suspend (from a hook etc)"
"过年"	"過年"	"guònián"	"4"	""	"to celebrate the Chinese New Year"
"结束"	"結束"	"jiéshù"	"4"	""	"termination"
"博物馆"	"博物館"	"bówùguăn"	"4"	""	"museum"
"节"	"節"	"jié"	"4"	"節目"	"festival"
"节目"	"節目"	"jiémù"	"4"	""	"program"
"闻"	"聞"	"wén"	"4"	"新聞"	"to hear"
"新闻"	"新聞"	"xīnwén"	"4"	""	"news"
"体育"	"體育"	"tǐyù"	"4"	""	"sports"
"网站"	"網站"	"wǎngzhàn"	"4"	""	"website"
"经常"	"經常"	"jīngcháng"	"4"	""	"frequently"
"总"	"總"	"zǒng"	"4"	"總是"	"always"
"总是"	"總是"	"zǒngshì"	"4"	""	"always"
"已经"	"已經"	"yǐjīng"	"4"	""	"already"
"杂"	"雜"	"zá"	"4"	"雜誌"	"mixed"
"志"	"誌"	"zhì"	"4"	"雜誌"	"sign"
"杂志"	"雜誌"	"zázhì"	"4"	""	"magazine"
"小说"	"小說"	"xiǎoshuō"	"4"	""	"novel"
"术"	"術"	"shù"	"4"	"美術"	"method"
"美术"	"美術"	"měishù"	"4"	""	"art"
"艺"	"藝"	"yì"	"4"	"藝術"	"skill"
"艺术"	"藝術"	"yìshù"	"4"	""	"art"
"兴趣"	"興趣"	"xìngqù"	"4"	""	"interest (desire to know about sth)"
"谈"	"談"	"tán"	"4"	""	"to speak"
"迟"	"遲"	"chí"	"4"	"遲到"	"late"
"迟到"	"遲到"	"chídào"	"4"	""	"to arrive late"
"后来"	"後來"	"hòulái"	"4"	""	"afterwards"
"变"	"變"	"biàn"	"4"	""	"to change"
"乐器"	"樂器"	"yuèqì"	"4"	""	"musical instrument"
"钢"	"鋼"	"gāng"	"4"	"鋼琴"	"steel"
"钢琴"	"鋼琴"	"gāngqín"	"4"	""	"piano"
"活动"	"活動"	"huódòng"	"4"	""	"to exercise"
"怎么了"	"怎麼了"	"zěnmele"	"4"	""	"What's up?"
"怎么办"	"怎麼辦"	"zěnmebàn"	"4"	""	"what's to be done"
"客气"	"客氣"	"kèqi"	"4"	""	"polite"
"舞会"	"舞會"	"wŭhuì"	"4"	""	"dance"
"请客"	"請客"	"qǐngkè"	"4"	""	"to give a dinner party"
"庆"	"慶"	"qìng"	"4"	"慶祝"	"to celebrate"
"庆祝"	"慶祝"	"qìngzhù"	"4"	""	"to celebrate"
"听说"	"聽說"	"tīngshuō"	"4"	""	"to hear (sth said)"
"感谢"	"感謝"	"gǎnxiè"	"4"	""	"(express) thanks"
"见面"	"見面"	"jiànmiàn"	"4"	""	"to meet"
"约"	"約"	"yuē"	"4"	""	"to weigh in a balance or on a scale"
"检"	"檢"	"jiǎn"	"4"	"檢查"	"to check"
"检查"	"檢查"	"jiǎnchá"	"4"	""	"inspection"
"烦"	"煩"	"fán"	"4"	"麻煩"	"to feel vexed"
"麻烦"	"麻煩"	"máfan"	"4"	""	"inconvenient"
"钱包"	"錢包"	"qiánbāo"	"4"	""	"purse"
"丢"	"丟"	"diū"	"4"	""	"to lose"
"汽车"	"汽車"	"qìchē"	"4"	""	"car"
"辆"	"輛"	"liàng"	"4"	""	"classifier for vehicles"
"停车场"	"停車場"	"tíngchēchăng"	"4"	""	"parking lot"
"起飞"	"起飛"	"qĭfēi"	"4"	""	"(of an aircraft) to take off"
"出来"	"出來"	"chūlái"	"4"	""	"to come out"
"进去"	"進去"	"jìnqù"	"4"	""	"to go in"
"红"	"紅"	"hóng"	"4"	"紅綠燈"	"red"
"绿"	"綠"	"lǜ"	"4"	"紅綠燈"	"green"
"红绿灯"	"紅綠燈"	"hónglǜdēng"	"4"	""	"traffic light"
"桥"	"橋"	"qiáo"	"4"	""	"bridge"
"这边"	"這邊"	"zhèbiān"	"4"	""	"this side"
"这些"	"這些"	"zhèxiē"	"4"	""	"these"
"那边"	"那邊"	"nàbiān"	"4"	""	"over there"
"游"	"遊"	"yóu"	"4"	"旅遊"	"to walk"
"旅游"	"旅遊"	"lǚyóu"	"4"	""	"trip"
"动物园"	"動物園"	"dòngwùyuán"	"4"	""	"zoo"
"出发"	"出發"	"chūfā"	"4"	""	"to set off"
"离开"	"離開"	"líkāi"	"4"	""	"to depart"
"南边"	"南邊"	"nánbiān"	"4"	""	"south"
"西边"	"西邊"	"xībiān"	"4"	""	"west"
"北边"	"北邊"	"běibiān"	"4"	""	"north"
"东部"	"東部"	"dōngbù"	"4"	""	"the east"
"东边"	"東邊"	"dōngbiān"	"4"	""	"east"
"经过"	"經過"	"jīngguò"	"4"	""	"to pass"
"转"	"轉"	"zhuǎn"	"4"	""	"to turn"
"过去"	"過去"	"guòqù"	"4"	""	"(in the) past"
"最后"	"最後"	"zuìhòu"	"4"	""	"final"
"外国"	"外國"	"wàiguó"	"4"	""	"foreign (country)"
"护照"	"護照"	"hùzhào"	"4"	""	"passport"
"钥"	"鑰"	"yuè"	"4"	"鑰匙"	"key"
"钥匙"	"鑰匙"	"yàoshi"	"4"	""	"key"
"出现"	"出現"	"chūxiàn"	"4"	""	"to appear"
"脸"	"臉"	"liǎn"	"4"	""	"face"
"感觉"	"感覺"	"gǎnjué"	"4"	""	"to feel"
"救护车"	"救護車"	"jiùhùchē"	"4"	""	"ambulance"
"烧"	"燒"	"shāo"	"4"	"發燒"	"to burn"
"发烧"	"發燒"	"fāshāo"	"4"	""	"to have a high temperature (from illness)"
"保险"	"保險"	"băoxiăn"	"4"	""	"insurance"
"挂号"	"掛號"	"guàhào"	"4"	""	"to register (at a hospital etc)"
"药房"	"藥房"	"yàofáng"	"4"	""	"pharmacy"
"复"	"復, 複"	"fù"	"4, 5"	"恢復, 複習"	"to go and return"
"恢复"	"恢復"	"huīfù"	"4"	""	"to reinstate"
"响"	"響"	"xiǎng"	"4"	"影響"	"echo"
"影响"	"影響"	"yǐngxiǎng"	"4"	""	"influence"
"饱"	"飽"	"bǎo"	"4"	""	"to eat till full"
"吃饱"	"吃飽"	"chībǎo"	"4"	""	"to eat one's fill"
"简"	"簡"	"jiǎn"	"4"	"簡單"	"simple"
"简单"	"簡單"	"jiǎndān"	"4"	""	"simple"
"书店"	"書店"	"shūdiàn"	"4"	""	"bookstore"
"超级市场"	"超級市場"	"chāojíshìchǎng"	"4"	""	"supermarket"
"蓝"	"藍"	"lán"	"4"	"藍色"	"blue"
"蓝色"	"藍色"	"lánsè"	"4"	""	"blue (color)"
"绿色"	"綠色"	"lǜsè"	"4"	""	"green"
"红色"	"紅色"	"hóngsè"	"4"	""	"red (color)"
"衬"	"襯"	"chèn"	"4"	"襯衫"	"(of garments) against the skin"
"衬衫"	"襯衫"	"chènshān"	"4"	""	"shirt"
"牛仔裤"	"牛仔褲"	"niúzǎikù"	"4"	""	"jeans"
"内"	"內"	"nèi"	"4"	"內衣"	"inside"
"内衣"	"內衣"	"nèiyī"	"4"	""	"undergarment"
"旧"	"舊"	"jiù"	"4"	""	"old"
"价"	"價"	"jià"	"4"	"價格"	"price"
"价格"	"價格"	"jiàgé"	"4"	""	"price"
"价钱"	"價錢"	"jiàqián"	"4"	""	"price"
"队"	"隊"	"duì"	"4"	"排隊"	"squadron"
"排队"	"排隊"	"páiduì"	"4"	""	"to line up"
"较"	"較"	"jiào"	"4"	"比較"	"to compare"
"比较"	"比較"	"bǐjiào"	"4"	""	"to compare"
"样子"	"樣子"	"yàngzi"	"4"	""	"appearance"
"特别"	"特別"	"tèbié"	"4"	""	"especially"
"圆"	"圓"	"yuán"	"4"	""	"circle"
"看见"	"看見"	"kànjiɑn"	"4"	""	"to see"
"声"	"聲"	"shēng"	"4"	"聲音"	"sound"
"声音"	"聲音"	"shēngyīn"	"4"	""	"voice"
"大声"	"大聲"	"dàshēng"	"4"	""	"loud voice"
"脏"	"髒, 臟"	"zāng, zàng"	"4, 6"	"心臟"	"dirty"
"红茶"	"紅茶"	"hóngchá"	"4"	""	"black tea"
"点菜"	"點菜"	"diǎncài"	"4"	""	"to order dishes (in a restaurant)"
"咸"	"鹹"	"xián"	"4"	""	"salted"
"点心"	"點心"	"diǎnxīn"	"4"	""	"light refreshments"
"饼"	"餅"	"bǐng"	"4"	"餅乾"	"round flat cake"
"饼干"	"餅乾"	"bǐnggān"	"4"	""	"biscuit"
"汉堡"	"漢堡"	"hànbǎo"	"4"	""	"hamburger (loanword)"
"盐"	"鹽"	"yán"	"4"	""	"salt"
"条"	"條"	"tiáo"	"4"	""	"strip"
"种"	"種"	"zhǒng"	"4"	""	"seed"
"够"	"夠"	"gòu"	"4"	""	"enough (sufficient)"
"许"	"許"	"xŭ"	"4"	"許多"	"to allow"
"许多"	"許多"	"xǔduō"	"4"	""	"many"
"鲜"	"鮮"	"xiān"	"4"	"新鮮"	"fresh"
"新鲜"	"新鮮"	"xīnxian"	"4"	""	"fresh (experience, food etc)"
"尝"	"嚐, 嘗"	"cháng, chángshì"	"4, 5"	""	"to taste"
"装"	"裝"	"zhuāng"	"4"	""	"adornment"
"汤匙"	"湯匙"	"tāngchí"	"4"	""	"soup spoon"
"没有"	"沒有"	"méiyǒu"	"4"	""	"haven't"
"马上"	"馬上"	"mǎshàng"	"4"	""	"at once"
"让"	"讓"	"ràng"	"4"	""	"to yield"
"然后"	"然後"	"ránhòu"	"4"	""	"after"
"虽"	"雖"	"suī"	"4"	"雖然"	"although"
"虽然"	"雖然"	"suīrán"	"4"	""	"although"
"原来"	"原來"	"yuánlái"	"4"	""	"original"
"也许"	"也許"	"yěxǔ"	"4"	""	"perhaps"
"为了"	"為了"	"wèile"	"4"	""	"in order to"
"须"	"須"	"xū"	"4"	"必須"	"must"
"必须"	"必須"	"bìxū"	"4"	""	"to have to"
"永远"	"永遠"	"yǒngyuǎn"	"4"	""	"forever"
"那么"	"那麼"	"nàme"	"4"	""	"like that"
"这么"	"這麼"	"zhème"	"4"	""	"so much"
"本来"	"本來"	"běnlái"	"4"	""	"original"
"爱情"	"愛情"	"àiqíng"	"5"	""	"romance"
"爱惜"	"愛惜"	"àixí"	"5"	""	"to cherish"
"爱心"	"愛心"	"àixīn"	"5"	""	"compassion"
"摆"	"擺"	"băi"	"5"	""	"to arrange"
"货"	"貨"	"huò"	"5"	"百貨公司"	"goods"
"百货公司"	"百貨公司"	"băihuògōngsī"	"5"	""	"department store"
"班机"	"班機"	"bānjī"	"5"	""	"airliner"
"办理"	"辦理"	"bànlĭ"	"5"	""	"to handle"
"帮助"	"幫助"	"bāngzhù"	"5"	""	"assistance"
"榜样"	"榜樣"	"băngyàng"	"5"	""	"example"
"宝"	"寶"	"băo"	"5"	"寶貝"	"jewel"
"贝"	"貝"	"bèi"	"5"	"寶貝"	"cowrie"
"宝贝"	"寶貝"	"băobèi"	"5"	""	"treasured object"
"宝贵"	"寶貴"	"băoguì"	"5"	""	"valuable"
"保护"	"保護"	"băohù"	"5"	""	"to protect"
"养"	"養"	"yăng"	"5"	"保養"	"to raise (animals)"
"保养"	"保養"	"băoyăng"	"5"	""	"to take good care of (or conserve) one's health"
"证"	"證"	"zhèng"	"5"	"保證"	"certificate"
"保证"	"保證"	"băozhèng"	"5"	""	"guarantee"
"报名"	"報名"	"bàomíng"	"5"	""	"to sign up"
"被动"	"被動"	"bèidòng"	"5"	""	"passive"
"背后"	"背後"	"bèihòu"	"5"	""	"behind"
"辈"	"輩"	"bèi"	"5"	"輩子"	"lifetime"
"辈子"	"輩子"	"bèizi"	"5"	""	"all one's life"
"毕竟"	"畢竟"	"bìjìng"	"5"	""	"after all"
"变成"	"變成"	"biànchéng"	"5"	""	"to change into"
"变更"	"變更"	"biàngēng"	"5"	""	"to change"
"变化"	"變化"	"biànhuà"	"5"	""	"change"
"便条"	"便條"	"biàntiáo"	"5"	""	"(informal) note"
"标"	"標"	"biāo"	"5"	"標準"	"mark"
"标准"	"標準"	"biāozhŭn"	"5"	""	"(an official) standard"
"达"	"達"	"dá"	"5"	"表達"	"to attain"
"表达"	"表達"	"biăodá"	"5"	""	"to express"
"表现"	"表現"	"biǎoxiàn"	"5"	""	"to show"
"别的"	"別的"	"biéde"	"5"	""	"else"
"冰块"	"冰塊"	"bīngkuài"	"5"	""	"ice cube"
"断"	"斷"	"duàn"	"5"	"不斷"	"to break"
"不断"	"不斷"	"bùduàn"	"5"	""	"unceasing"
"不过"	"不過"	"bùguò"	"5"	""	"only"
"不见"	"不見"	"bùjiàn"	"5"	""	"not to see"
"不论"	"不論"	"bùlùn"	"5"	""	"whatever"
"不满"	"不滿"	"bùmăn"	"5"	""	"resentful"
"部门"	"部門"	"bùmén"	"5"	""	"department"
"采"	"採"	"căi"	"5"	"採用"	"to pick"
"采用"	"採用"	"căiyòng"	"5"	""	"to adopt"
"参考"	"參考"	"cānkăo"	"5"	""	"consultation"
"层"	"層"	"céng"	"5"	""	"layer"
"曾经"	"曾經"	"céngjīng"	"5"	""	"once"
"差别"	"差別"	"chābié"	"5"	""	"difference"
"异"	"異"	"yì"	"5"	"差異"	"different"
"差异"	"差異"	"chāyì"	"5"	""	"difference"
"差点儿"	"差點兒"	"chàdiănr"	"5"	""	"erhua variant of 差點|差点[cha4 dian3]"
"产"	"產"	"chăn"	"5"	"產品"	"to give birth"
"产品"	"產品"	"chǎnpǐn"	"5"	""	"goods"
"产生"	"產生"	"chănshēng"	"5"	""	"to arise"
"超过"	"超過"	"chāoguò"	"5"	""	"to surpass"
"超级"	"超級"	"chāojí"	"5"	""	"super-"
"祸"	"禍"	"huò"	"5"	"車禍"	"disaster"
"车祸"	"車禍"	"chēhuò"	"5"	""	"traffic accident"
"成长"	"成長"	"chéngzhăng"	"5"	""	"to mature"
"承认"	"承認"	"chéngrèn"	"5"	""	"to admit"
"诚"	"誠"	"chéng"	"5"	"誠實"	"sincere"
"实"	"實"	"shí"	"5"	"誠實"	"real"
"诚实"	"誠實"	"chéngshí"	"5"	""	"honest"
"吃喝玩乐"	"吃喝玩樂"	"chīhēwánlè"	"5"	""	"to eat, drink and be merry (idiom)"
"充实"	"充實"	"chōngshí"	"5"	""	"rich"
"虫"	"蟲"	"chóng"	"5"	""	"lower form of animal life, including insects, insect larvae, worms and similar creatures"
"丑"	"醜"	"chŏu"	"5"	""	"shameful"
"出门"	"出門"	"chūmén"	"5"	""	"to go out"
"厨师"	"廚師"	"chúshī"	"5"	""	"cook"
"处"	"處"	"chŭ"	"5"	"處理"	"to reside"
"处理"	"處理"	"chŭlĭ"	"5"	""	"to handle"
"统"	"統"	"tǒng"	"5"	"傳統"	"to gather"
"传统"	"傳統"	"chuántŏng"	"5"	""	"tradition"
"创"	"創"	"chuàng"	"5"	"創造"	"a wound"
"创造"	"創造"	"chuàngzào"	"5"	""	"to create"
"春节"	"春節"	"chūnjié"	"5"	""	"Spring Festival (Chinese New Year)"
"词"	"詞"	"cí"	"5"	""	"word"
"从不"	"從不"	"cóngbù"	"5"	""	"never"
"从来"	"從來"	"cónglái"	"5"	""	"always"
"从小"	"從小"	"cóngxiăo"	"5"	""	"from childhood"
"误"	"誤"	"wù"	"5"	"錯誤"	"mistake"
"错误"	"錯誤"	"cuòwù"	"5"	""	"error"
"答应"	"答應"	"dāyìng"	"5"	""	"to answer"
"达成"	"達成"	"dáchéng"	"5"	""	"to reach (an agreement)"
"打听"	"打聽"	"dătīng"	"5"	""	"to ask about"
"大多数"	"大多數"	"dàduōshù"	"5"	""	"(great) majority"
"大会"	"大會"	"dàhuì"	"5"	""	"general assembly"
"陆"	"陸"	"lù"	"5"	"大陸"	"six (banker's anti-fraud numeral)"
"大陆"	"大陸"	"dàlù"	"5"	""	"mainland China (reference to the PRC)"
"大门"	"大門"	"dàmén"	"5"	""	"entrance"
"大约"	"大約"	"dàyuē"	"5"	""	"approximately"
"带来"	"帶來"	"dàilái"	"5"	""	"to bring"
"领"	"領"	"lǐng"	"5"	"帶領"	"neck"
"带领"	"帶領"	"dàilĭng"	"5"	""	"to guide"
"纯"	"純"	"chún"	"5"	"單純"	"pure"
"单纯"	"單純"	"dānchún"	"5"	""	"simple"
"单身"	"單身"	"dānshēn"	"5"	""	"unmarried"
"担任"	"擔任"	"dānrèn"	"5"	""	"to hold a governmental office or post"
"当场"	"當場"	"dāngchăng"	"5"	""	"at the scene"
"当地"	"當地"	"dāngdì"	"5"	""	"local"
"当面"	"當面"	"dāngmiàn"	"5"	""	"to sb's face"
"当年"	"當年"	"dāngnián"	"5"	""	"in those days"
"当天"	"當天"	"dàngtiān"	"5"	""	"on that day"
"当中"	"當中"	"dāngzhōng"	"5"	""	"among"
"当作"	"當作"	"dàngzuò"	"5"	""	"to treat as"
"当做"	"當做"	"dàngzuò"	"5"	""	"to treat as"
"岛"	"島"	"dăo"	"5"	""	"island"
"导"	"導"	"dǎo"	"5"	"導演"	"to transmit"
"导演"	"導演"	"dăoyăn"	"5"	""	"to direct"
"到处"	"到處"	"dàochù"	"5"	""	"everywhere"
"的话"	"的話"	"dehuà"	"5"	""	"if (coming after a conditional clause)"
"灯光"	"燈光"	"dēngguāng"	"5"	""	"(stage) lighting"
"敌"	"敵"	"dí"	"5"	"敵人"	"enemy"
"敌人"	"敵人"	"dírén"	"5"	""	"enemy"
"抵达"	"抵達"	"dĭdá"	"5"	""	"to arrive"
"地带"	"地帶"	"dìdài"	"5"	""	"zone"
"地点"	"地點"	"dìdiăn"	"5"	""	"place"
"区"	"區"	"ōu"	"5"	"地區"	"area"
"地区"	"地區"	"dìqū"	"5"	""	"local"
"摊"	"攤"	"tān"	"5"	"地攤"	"to spread out"
"地摊"	"地攤"	"dìtān"	"5"	""	"street stall with goods laid out on the ground"
"电车"	"電車"	"diànchē"	"5"	""	"trolleybus"
"电池"	"電池"	"diànchí"	"5"	""	"battery"
"电灯"	"電燈"	"diàndēng"	"5"	""	"electric light"
"店员"	"店員"	"diànyuán"	"5"	""	"shop assistant"
"调"	"調"	"diào"	"5"	"調查"	"to transfer"
"调查"	"調查"	"diàochá"	"5"	""	"investigation"
"订"	"訂"	"dìng"	"5"	""	"to agree"
"东北"	"東北"	"dōngběi"	"5"	""	"Northeast China"
"东方"	"東方"	"dōngfāng"	"5"	""	"the East"
"东南"	"東南"	"dōngnán"	"5"	""	"southeast"
"浆"	"漿"	"jiāng"	"5"	"豆漿"	"broth"
"豆浆"	"豆漿"	"dòujiāng"	"5"	""	"soy milk"
"独"	"獨"	"dú"	"5"	"獨特"	"alone"
"独特"	"獨特"	"dútè"	"5"	""	"unique"
"读者"	"讀者"	"dúzhě"	"5"	""	"reader"
"对方"	"對方"	"duìfāng"	"5"	""	"counterpart"
"对话"	"對話"	"duìhuà"	"5"	""	"dialogue"
"对了"	"對了"	"duìle"	"5"	""	"Correct!"
"对象"	"對象"	"duìxiàng"	"5"	""	"target"
"多么"	"多麼"	"duōme"	"5"	""	"how (wonderful etc)"
"顿"	"頓"	"dùn"	"5"	""	"to stop"
"儿童"	"兒童"	"értóng"	"5"	""	"child"
"发表"	"發表"	"fābiăo"	"5"	""	"to issue"
"财"	"財"	"cái"	"5"	"發財"	"money"
"发财"	"發財"	"fācái"	"5"	""	"to get rich"
"发出"	"發出"	"fāchū"	"5"	""	"to issue (an order, decree etc)"
"发达"	"發達"	"fādá"	"5"	""	"developed (country etc)"
"挥"	"揮"	"huī"	"5"	"發揮"	"to wave"
"发挥"	"發揮"	"fāhuī"	"5"	""	"to display"
"发觉"	"發覺"	"fājué"	"5"	""	"to become aware"
"发明"	"發明"	"fāmíng"	"5"	""	"to invent"
"发脾气"	"發脾氣"	"fāpíqi"	"5"	""	"to get angry"
"发票"	"發票"	"fāpiào"	"5"	""	"invoice"
"译"	"譯"	"yì"	"5"	"翻譯"	"to translate"
"翻译"	"翻譯"	"fānyì"	"5"	""	"to translate"
"恼"	"惱"	"nǎo"	"5"	"煩惱"	"to get angry"
"烦恼"	"煩惱"	"fánnăo"	"5"	""	"to be worried"
"反应"	"反應"	"fănyìng"	"5"	""	"to react"
"范"	"範"	"fàn"	"5"	"範圍"	"pattern"
"围"	"圍"	"wéi"	"5"	"範圍"	"to encircle"
"范围"	"範圍"	"fànwéi"	"5"	""	"range"
"房东"	"房東"	"fángdōng"	"5"	""	"landlord"
"访"	"訪"	"fǎng"	"5"	"訪問"	"to visit"
"访问"	"訪問"	"fǎngwèn"	"5"	""	"to visit"
"费用"	"費用"	"fèiyòng"	"5"	""	"cost"
"分开"	"分開"	"fēnkāi"	"5"	""	"to separate"
"丰"	"豐"	"fēng"	"5"	"豐富"	"abundant"
"丰富"	"豐富"	"fēngfù"	"5"	""	"to enrich"
"风格"	"風格"	"fēnggé"	"5"	""	"style"
"风俗"	"風俗"	"fēngsú"	"5"	""	"social custom"
"则"	"則"	"zé"	"5"	"否則"	"(conjunction used to express contrast with a previous clause) but"
"否则"	"否則"	"fŏuzé"	"5"	""	"if not"
"妇"	"婦"	"fù"	"5"	"夫婦"	"woman"
"夫妇"	"夫婦"	"fūfù"	"5"	""	"a (married) couple"
"服装"	"服裝"	"fúzhuāng"	"5"	""	"dress"
"败"	"敗"	"bài"	"5"	"腐敗"	"to defeat"
"腐败"	"腐敗"	"fŭbài"	"5"	""	"corruption"
"负"	"負"	"fù"	"5"	"負擔"	"to bear"
"负担"	"負擔"	"fùdān"	"5"	""	"burden"
"责"	"責"	"zé"	"5"	"負責"	"duty"
"负责"	"負責"	"fùzé"	"5"	""	"to be in charge of"
"复习"	"複習"	"fùxí"	"5"	""	"variant of 復習|复习[fu4 xi2]"
"改变"	"改變"	"gǎibiàn"	"5"	""	"to change"
"改进"	"改進"	"găijìn"	"5"	""	"to improve"
"盖"	"蓋"	"gài"	"5"	""	"lid"
"赶"	"趕"	"găn"	"5"	""	"to overtake"
"赶快"	"趕快"	"gǎnkuài"	"5"	""	"at once"
"赶上"	"趕上"	"gănshàng"	"5"	""	"to keep up with"
"感动"	"感動"	"găndòng"	"5"	""	"to move (sb)"
"感兴趣"	"感興趣"	"gănxìngqù"	"5"	""	"to be interested"
"个人"	"個人"	"gèrén"	"5"	""	"individual"
"个子"	"個子"	"gèzi"	"5"	""	"height"
"各式各样"	"各式各樣"	"gèshìgèyàng"	"5"	""	"(of) all kinds and sorts"
"据"	"據"	"jù"	"5"	"根據"	"according to"
"根据"	"根據"	"gēnjù"	"5"	""	"according to"
"工业"	"工業"	"gōngyè"	"5"	""	"industry"
"贡"	"貢"	"gòng"	"5"	"貢獻"	"to offer tribute"
"献"	"獻"	"xiàn"	"5"	"貢獻"	"to offer"
"贡献"	"貢獻"	"gòngxiàn"	"5"	""	"to contribute"
"沟"	"溝"	"gōu"	"5"	"溝通"	"ditch"
"沟通"	"溝通"	"gōutōng"	"5"	""	"to join"
"购"	"購"	"gòu"	"5"	"購買"	"to buy"
"购买"	"購買"	"gòumăi"	"5"	""	"to purchase"
"迹"	"蹟, 跡"	"jì"	"5, 6"	"古蹟, 痕跡"	"variant of 跡|迹[ji4]"
"观察"	"觀察"	"guānchá"	"5"	""	"to observe"
"观点"	"觀點"	"guāndiăn"	"5"	""	"point of view"
"观念"	"觀念"	"guānniàn"	"5"	""	"notion"
"众"	"眾"	"zhòng"	"5"	"觀眾"	"many"
"观众"	"觀眾"	"guānzhòng"	"5"	""	"spectators"
"广"	"廣"	"guăng"	"5"	"廣播"	"wide"
"广播"	"廣播"	"guǎngbò"	"5"	""	"broadcast"
"广场"	"廣場"	"guăngchăng"	"5"	""	"public square"
"广告"	"廣告"	"guănggào"	"5"	""	"to advertise"
"规"	"規"	"guī"	"5"	"規矩"	"compass"
"规矩"	"規矩"	"guījŭ"	"5"	""	"lit. compass and set square"
"规模"	"規模"	"guīmó"	"5"	""	"scale"
"贵姓"	"貴姓"	"guìxìng"	"5"	""	"what is your surname?"
"柜"	"櫃"	"guì"	"5"	"櫃子"	"cupboard"
"柜子"	"櫃子"	"guìzi"	"5"	""	"cupboard"
"国内"	"國內"	"guónèi"	"5"	""	"domestic"
"国外"	"國外"	"guówài"	"5"	""	"abroad"
"国王"	"國王"	"guówáng"	"5"	""	"king"
"国语"	"國語"	"guóyŭ"	"5"	""	"Chinese language (Mandarin), emphasizing its national nature"
"过日子"	"過日子"	"guòrìzi"	"5"	""	"to live one's life"
"还好"	"還好"	"háihăo"	"5"	""	"not bad"
"海报"	"海報"	"hăibào"	"5"	""	"poster"
"滩"	"灘"	"tān"	"5"	"海灘"	"beach"
"海滩"	"海灘"	"hăitān"	"5"	""	"beach"
"好处"	"好處"	"hǎochù"	"5"	""	"benefit"
"好几"	"好幾"	"hǎojǐ"	"5"	""	"several"
"红包"	"紅包"	"hóngbāo"	"5"	""	"money wrapped in red as a gift"
"红豆"	"紅豆"	"hóngdòu"	"5"	""	"azuki bean"
"涂"	"塗"	"tú"	"5"	"糊塗"	"to apply (paint etc)"
"糊涂"	"糊塗"	"hútú"	"5"	""	"muddled"
"画家"	"畫家"	"huàjiā"	"5"	""	"painter"
"话说回来"	"話說回來"	"huàshuōhuílái"	"5"	""	"returning to our main topic,..."
"话题"	"話題"	"huàtí"	"5"	""	"subject (of a talk or conversation)"
"妆"	"妝"	"zhuāng"	"5"	"化妝品"	"(of a woman) to adorn oneself"
"化妆品"	"化妝品"	"huàzhuāngpĭn"	"5"	""	"cosmetic"
"坏处"	"壞處"	"huàichù"	"5"	""	"harm"
"环保"	"環保"	"huánbăo"	"5"	""	"environmental protection"
"会场"	"會場"	"huìchăng"	"5"	""	"meeting place"
"会话"	"會話"	"huìhuà"	"5"	""	"conversation"
"议"	"議"	"yì"	"5"	"會議"	"to comment on"
"会议"	"會議"	"huìyì"	"5"	""	"meeting"
"婚礼"	"婚禮"	"hūnlǐ"	"5"	""	"wedding ceremony"
